,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
2630,2941,Paul Joostens,Dutch,Male,1889.0,1960.0,71.0
2632,2943,Asger Jorn,Danish,Male,1914.0,1973.0,59.0
2634,2945,Henri-Gustave Jossot,French,Male,1866.0,1951.0,85.0
2636,2947,Carl Jakob Jucker,Swiss,Male,1902.0,1997.0,95.0
2637,2948,Donald Judd,American,Male,1928.0,1994.0,66.0
2638,2949,Finn Juhl,Danish,Male,1912.0,1989.0,77.0
2640,2951,Mervin Jules,American,Male,1912.0,1994.0,82.0
2642,2953,Dora Jung,Finnish,Female,1906.0,1980.0,74.0
2643,2954,Theodor Jung,American,Male,1906.0,1996.0,90.0
2645,2956,Joan Junyer,American,Male,1904.0,1994.0,90.0
2648,2961,Menashe Kadishman,Israeli,Male,1932.0,2015.0,83.0
2650,2963,Frida Kahlo,Mexican,Female,1907.0,1954.0,47.0
2651,2964,Louis I. Kahn,American,Male,1901.0,1974.0,73.0
2652,2965,Max Kahn,American,Male,1902.0,2005.0,103.0
2655,2968,Jacob Kainen,American,Male,1909.0,2001.0,92.0
2656,2969,Leopold von Kalckreuth,German,Male,1855.0,1928.0,73.0
2658,2971,Horst-Egon Kalinowski,German,Male,1924.0,2013.0,89.0
2661,2974,Yusaku Kamekura,Japanese,Male,1915.0,1997.0,82.0
2663,2977,Gerome Kamrowski,American,Male,1914.0,2004.0,90.0
2664,2978,Consuelo Kanaga,American,Female,1894.0,1978.0,84.0
2667,2981,Vasily Kandinsky,French,Male,1866.0,1944.0,78.0
2668,2982,John Kane,American,Male,1860.0,1934.0,74.0
2669,2983,Bob Kane,American,Male,1937.0,2013.0,76.0
2670,2984,Matsumi Kanemitsu,American,Male,1922.0,1992.0,70.0
2673,2987,Alexander Kanoldt,German,Male,1881.0,1939.0,58.0
2674,2988,Morris Kantor,American,Male,1896.0,1974.0,78.0
2677,2991,Anatoli Lvovich Kaplan,Russian,Male,1902.0,1980.0,78.0
2682,2997,Allan Kaprow,American,Male,1927.0,2006.0,79.0
2684,2999,Erica Karawina,German,Female,1904.0,2003.0,99.0
2686,3001,Bernard Karfiol,American,Male,1886.0,1952.0,66.0
2690,3006,Yousuf Karsh,Canadian,Male,1908.0,2002.0,94.0
2692,3008,Gertrude Käsebier,American,Female,1852.0,1934.0,82.0
2694,3010,Lajos Kassák,Hungarian,Male,1887.0,1967.0,80.0
2696,3012,Karl Kasten,American,Male,1916.0,2010.0,94.0
2702,3018,Leo Katz,American,Male,1887.0,1982.0,95.0
2703,3019,Herbert Katzman,American,Male,1923.0,2004.0,81.0
2704,3020,E. McKnight Kauffer,American,Male,1890.0,1954.0,64.0
2705,3021,Craig Kauffman,American,Male,1932.0,2010.0,78.0
2709,3026,Max Kaus,German,Male,1891.0,1977.0,86.0
2711,3028,Kawakami Sumio,Japanese,Male,1895.0,1972.0,77.0
2722,3041,Ernst Keller,Swiss,Male,1891.0,1968.0,77.0
2723,3042,Henry George Keller,American,Male,1869.0,1949.0,80.0
2725,3045,Mike Kelley,American,Male,1954.0,2012.0,58.0
2726,3046,Jean Kellogg,American,Female,1910.0,1995.0,85.0
2728,3048,Ellsworth Kelly,American,Male,1923.0,2015.0,92.0
2730,3050,Leon Kelly,American,Male,1901.0,1982.0,81.0
2731,3051,Richard Kelly,American,Male,1910.0,1977.0,67.0
2732,3052,Sherman L. Kelly,American,Male,1869.0,1952.0,83.0
2733,3053,Paul Kelpe,American,Male,1902.0,1985.0,83.0
2734,3054,Richard Kemble,American,Male,1932.0,2007.0,75.0
2735,3055,Zoltan Kemeny,Swiss,Male,1907.0,1965.0,58.0
2737,3057,William Sargent Kendall,American,Male,1869.0,1938.0,69.0
2739,3059,Isamu Kenmochi,Japanese,Male,1912.0,1971.0,59.0
2740,3060,Clarence Kennedy,American,Male,1892.0,1972.0,80.0
2742,3062,Eric Henri Kennington,British,Male,1888.0,1960.0,72.0
2743,3065,Rockwell Kent,American,Male,1882.0,1971.0,89.0
2745,3067,György Kepes,American,Male,1906.0,2001.0,95.0
2746,3068,Juliet Kepes,American,Female,1919.0,1999.0,80.0
2748,3071,Eugène Nestor de Kermadec,French,Male,1899.0,1976.0,77.0
2749,3072,André Kertész,American,Male,1894.0,1985.0,91.0
2754,3078,Bhupen P. Khakhar,Indian,Male,1934.0,2003.0,69.0
2761,3087,William Kienbusch,American,Male,1914.0,1980.0,66.0
2762,3088,Edward Kienholz,American,Male,1927.0,1994.0,67.0
2764,3091,Frederick Kiesler,American,Male,1890.0,1965.0,75.0
2765,3092,Ken Kiff,British,Male,1935.0,2001.0,66.0
2768,3095,Kenneth Kilstrom,American,Male,1922.0,1995.0,73.0
2770,3097,Ihei Kimura,Japanese,Male,1901.0,1974.0,73.0
2778,3106,Dong Kingman,American,Male,1911.0,2000.0,89.0
2779,3107,Hazel Kingsbury,American,Female,1907.0,1982.0,75.0
2781,3109,Tomio Kinoshita,Japanese,Male,1923.0,2014.0,91.0
2782,3110,Darius Kinsey,American,Male,1869.0,1945.0,76.0
2783,3111,Martin Kippenberger,German,Male,1953.0,1997.0,44.0
2787,3115,Ernst Ludwig Kirchner,German,Male,1880.0,1938.0,58.0
2789,3117,Eve Kirk,British,Female,1900.0,1969.0,69.0
2792,3120,Shozo Kitadai,Japanese,Male,1921.0,2001.0,80.0
2793,3121,R. B. Kitaj,American,Male,1932.0,2007.0,75.0
2794,3122,Fumio Kitaoka,Japanese,Male,1918.0,2007.0,89.0
2795,3123,Poul Kjærholm,Danish,Male,1929.0,1980.0,51.0
2796,3124,Jóhannes Sveinsson Kjarval,Icelandic,Male,1885.0,1972.0,87.0
2801,3129,Felix Klee,German,Male,1907.0,1990.0,83.0
2802,3130,Paul Klee,German,Male,1879.0,1940.0,61.0
2803,3131,Ron Kleemann,American,Male,1937.0,2014.0,77.0
2805,3133,Cesar Klein,German,Male,1876.0,1954.0,78.0
2806,3134,David Klein,American,Male,1918.0,2005.0,87.0
2807,3135,Irwin B. Klein,American,Male,1933.0,1974.0,41.0
2809,3137,Yves Klein,French,Male,1928.0,1962.0,34.0
2812,3140,Paul Kleinschmidt,German,Male,1883.0,1949.0,66.0
2815,3143,Walther Klemm,German,Male,1883.0,1957.0,74.0
2818,3146,Erika Giovanna Klien,Austrian,Female,1900.0,1957.0,57.0
2819,3147,Gustav Klimt,Austrian,Male,1862.0,1918.0,56.0
2820,3148,Franz Kline,American,Male,1910.0,1962.0,52.0
2821,3149,Max Klinger,German,Male,1857.0,1920.0,63.0
2824,3155,Sergei Senkin,Russian,Male,1894.0,1963.0,69.0
2826,3157,Stefan Knapp,British,Male,1921.0,1996.0,75.0
2827,3159,Karl Knaths,American,Male,1891.0,1971.0,80.0
2829,3161,Ernest Knee,American,Male,1917.0,1983.0,66.0
2830,3162,Gwen Knight,American,Female,1913.0,2005.0,92.0
2833,3166,Charles Knowles,American,Male,1939.0,1958.0,19.0
2838,3171,Archibald Knox,British,Male,1864.0,1933.0,69.0
2843,3177,Aleksander Kobzdej,Polish,Male,1920.0,1972.0,52.0
2844,3179,Kenneth Koch,American,Male,1925.0,2002.0,77.0
2845,3180,Benita Koch-Otte,German,Female,1892.0,1976.0,84.0
2851,3186,Karl Koepping,German,Male,1848.0,1914.0,66.0
2852,3187,Henry Koerner,American,Male,1915.0,1991.0,76.0
2854,3189,Moissey Kogan,Russian,Male,1879.0,1945.0,66.0
2856,3192,Gabriel Kohn,American,Male,1910.0,1975.0,65.0
2859,3195,Jurriaan Kok,Dutch,Male,1861.0,1919.0,58.0
2861,3197,Oskar Kokoschka,Austrian,Male,1886.0,1980.0,94.0
2862,3198,Jirí Kolár,Czech,Male,1914.0,2002.0,88.0
2863,3199,Georg Kolbe,German,Male,1877.0,1947.0,70.0
2865,3201,Käthe Kollwitz,German,Female,1867.0,1945.0,78.0
2867,3203,Komai Tetsuro,Japanese,Male,1920.0,1976.0,56.0
2868,3204,Ilhan Koman,Turkish,Male,1921.0,1986.0,65.0
2873,3209,Bela Kondor,Hungarian,Male,1931.0,1972.0,41.0
2876,3212,Elaine de Kooning,American,Female,1920.0,1989.0,69.0
2877,3213,Willem de Kooning,American,Male,1904.0,1997.0,93.0
2878,3216,Benjamin Kopman,American,Male,1887.0,1965.0,78.0
2879,3217,Henning Koppel,Danish,Male,1918.0,1981.0,63.0
2880,3218,Chaim Koppelman,American,Male,1920.0,2009.0,89.0
2881,3220,Georg Koppmann,German,Male,1842.0,1909.0,67.0
2883,3222,Gajin Kosaka,Japanese,Male,1877.0,1953.0,76.0
2885,3225,Claire Wagner Kosterlitz,American,Female,1903.0,1997.0,94.0
2893,3234,Ljuba Kozintzeva-Ehrenburg,Russian,Female,1900.0,1970.0,70.0
2899,3240,Lee Krasner,American,Female,1908.0,1984.0,76.0
2900,3241,Dimitri Mikhailovich Krasnopevtsev,Russian,Male,1925.0,1995.0,70.0
2901,3242,Jovan Kratohvil,Yugoslav,Male,1924.0,1998.0,74.0
2903,3246,Doris Kreindler,American,Female,1901.0,1974.0,73.0
2904,3247,August Kreyenkamp,German,Male,1875.0,1950.0,75.0
2906,3249,Norbert Kricke,German,Male,1922.0,1984.0,62.0
2908,3251,Irving Kriesberg,American,Male,1919.0,2009.0,90.0
2915,3259,Per Krohg,Norwegian,Male,1889.0,1965.0,76.0
2917,3261,Abram Krol,French,Male,1919.0,2001.0,82.0
2918,3262,Leon Kroll,American,Male,1884.0,1974.0,90.0
2919,3263,Aleksei Kruchenykh,Russian,Male,1886.0,1969.0,83.0
2921,3265,Louise Kruger,American,Female,1924.0,2013.0,89.0
2924,3268,Germaine Krull,Dutch,Female,1897.0,1985.0,88.0
2925,3269,Alexander Z. Kruse,American,Male,1888.0,1972.0,84.0
2926,3270,Nicholas Krushenick,American,Male,1929.0,1999.0,70.0
2927,3272,Charles Krutch,American,Male,1887.0,1981.0,94.0
2930,3276,Alfred Kubin,Austrian,Male,1877.0,1959.0,82.0
2931,3277,Shigeko Kubota,Japanese,Female,1937.0,2015.0,78.0
2934,3281,Tetsumi Kudo,Japanese,Male,1935.0,1990.0,55.0
2935,3282,Ivan Kudriashov,Russian,Male,1896.0,1972.0,76.0
2937,3284,Rudolf Kügler,German,Male,1921.0,2013.0,92.0
2939,3287,Heinrich Kühn,German,Male,1866.0,1944.0,78.0
2940,3288,Walt Kuhn,American,Male,1877.0,1949.0,72.0
2944,3293,Robert Kulicke,American,Male,1924.0,2007.0,83.0
2947,3296,Yasuo Kuniyoshi,American,Male,1889.0,1953.0,64.0
2949,3300,Lawrence Kupferman,American,Male,1909.0,1982.0,73.0
2950,3301,Moshe Kupfermann,Israeli,Male,1926.0,2003.0,77.0
2951,3302,František Kupka,Czech,Male,1871.0,1957.0,86.0
2952,3304,Juan Kurchan,Argentine,Male,1913.0,1975.0,62.0
2953,3305,William Kurelek,Canadian,Male,1927.0,1977.0,50.0
2958,3311,Helmuth Kurtz,Swiss,Male,1903.0,1959.0,56.0
2960,3313,Maximilian Kurzweil,Austrian,Male,1867.0,1916.0,49.0
2969,3322,Jean L'Anselme,French,Male,1919.0,2011.0,92.0
2971,3325,Roger de La Fresnaye,French,Male,1885.0,1925.0,40.0
2972,3326,Chet La More,American,Male,1908.0,1980.0,72.0
2975,3329,Jean-Emile Laboureur,French,Male,1887.0,1943.0,56.0
2976,3330,Syl Labrot,American,Male,1929.0,1977.0,48.0
2977,3331,Joseph Lacasse,French,Male,1894.0,1975.0,81.0
2978,3332,Gaston Lachaise,American,Male,1882.0,1935.0,53.0
2979,3333,Georges Lacombe,French,Male,1868.0,1916.0,48.0
2981,3335,Charles Lacoste,French,Male,1870.0,1959.0,89.0
2987,3341,Richard Lahey,American,Male,1893.0,1978.0,85.0
2990,3344,Gerald Laing,British,Male,1936.0,2011.0,75.0
2991,3346,Maxime Lalanne,French,Male,1827.0,1886.0,59.0
2992,3348,Jennett Lam,American,Female,1911.0,1983.0,72.0
2993,3349,Wifredo Lam,Cuban,Male,1902.0,1982.0,80.0
2994,3350,Thomas Lamb,American,Male,1898.0,1988.0,90.0
2995,3351,Jacqueline Lamba,French,Female,1910.0,1993.0,83.0
2999,3356,Paul Landacre,American,Male,1893.0,1963.0,70.0
3000,3357,Jacob Landau,American,Male,1917.0,2001.0,84.0
3001,3358,Nils Landberg,Swedish,Male,1907.0,1991.0,84.0
3002,3359,Armin Landeck,American,Male,1905.0,1984.0,79.0
3008,3366,Herman Landshoff,American,Male,1905.0,1986.0,81.0
3009,3367,Stanley Landsman,American,Male,1930.0,1984.0,54.0
3015,3373,Dorothea Lange,American,Female,1895.0,1965.0,70.0
3016,3374,Otto Lange,German,Male,1879.0,1944.0,65.0
3017,3375,Wilfred O. Langille,American,Male,1895.0,1996.0,101.0
3020,3379,André Lanskoy,French,Male,1902.0,1976.0,74.0
3022,3381,Ernesto Bruno La Padula,Italian,Male,1902.0,1968.0,66.0
3025,3384,Harry S. Lapow,American,Male,1909.0,1983.0,74.0
3026,3385,Pierre Laprade,French,Male,1875.0,1931.0,56.0
3028,3387,Raoul François Larche,French,Male,1860.0,1912.0,52.0
3030,3389,Mikhail Larionov,Russian,Male,1881.0,1964.0,83.0
3033,3392,Lisa Larsen,American,Female,1925.0,1959.0,34.0
3035,3394,Jacques-Henri Lartigue,French,Male,1894.0,1986.0,92.0
3036,3395,Mauricio Lasansky,American,Male,1914.0,2012.0,98.0
3038,3397,Oskar Laske,Austrian,Male,1874.0,1951.0,77.0
3041,3400,Ibram Lassaw,American,Male,1913.0,2003.0,90.0
3042,3401,Charles Lassiter,American,Male,1926.0,2005.0,79.0
3043,3402,Maria Lassnig,Austrian,Female,1919.0,2014.0,95.0
3044,3403,Ger Lataster,Dutch,Male,1920.0,2012.0,92.0
3045,3404,John Latham,British,Male,1921.0,2006.0,85.0
3046,3405,Sidney Laufman,American,Male,1891.0,1985.0,94.0
3047,3406,Clarence John Laughlin,American,Male,1905.0,1985.0,80.0
3048,3407,Jean Launois,French,Male,1898.0,1942.0,44.0
3049,3408,Marie Laurencin,French,Female,1883.0,1956.0,73.0
3050,3409,Henri Laurens,French,Male,1885.0,1954.0,69.0
3052,3411,Robert Laurent,American,Male,1890.0,1970.0,80.0
3053,3412,Uwe Lausen,German,Male,1941.0,1970.0,29.0
3055,3415,Warja Lavater,Swiss,Female,1913.0,2007.0,94.0
3056,3416,Alma R. Lavenson,American,Female,1897.0,1989.0,92.0
3057,3418,Jacob Lawrence,American,Male,1917.0,2000.0,83.0
3059,3421,Michael Lax,American,Male,1929.0,1999.0,70.0
3060,3422,"Elizabeth ""Grandma"" Layton",American,Female,1909.0,1993.0,84.0
3063,3426,Le Corbusier (Charles-Édouard Jeanneret),French,Male,1887.0,1965.0,78.0
3064,3427,Henri Le Fauconnier,French,Male,1881.0,1946.0,65.0
3066,3429,Gustave Le Gray,French,Male,1820.0,1884.0,64.0
3068,3431,Jean Le Moal,French,Male,1909.0,2007.0,98.0
3071,3434,Henri Le Secq,French,Male,1818.0,1882.0,64.0
3076,3439,Fernando Leal,Mexican,Male,1896.0,1964.0,68.0
3077,3440,Lawrence Lebduska,American,Male,1894.0,1966.0,72.0
3078,3441,J. J. Christian Lebeau,Dutch,Male,1878.0,1945.0,67.0
3081,3444,Jan Lebenstein,Polish,Male,1930.0,1999.0,69.0
3084,3447,Rico Lebrun,American,Male,1900.0,1964.0,64.0
3085,3448,Juana Lecaros,Chilean,Female,1920.0,1993.0,73.0
3086,3449,Arthur Lee,American,Male,1881.0,1961.0,80.0
3088,3451,Joong Seop Lee,Korean,Male,1916.0,1956.0,40.0
3092,3455,Russell Lee,American,Male,1903.0,1986.0,83.0
3093,3457,Ung-no Lee,Korean,Male,1904.0,1989.0,85.0
3094,3458,Theyre Lee-Elliott,British,Male,1903.0,1988.0,85.0
3098,3464,Wilhelm Lehmbruck,German,Male,1881.0,1919.0,38.0
3103,3470,Saul Leiter,American,Male,1923.0,2013.0,90.0
3105,3472,Michael Lekakis,American,Male,1907.0,1987.0,80.0
3109,3476,Georges Lemmen,Belgian,Male,1865.0,1916.0,51.0
3111,3479,Stanley Lench,British,Male,1934.0,2000.0,66.0
3112,3480,Jan Lenica,Polish,Male,1928.0,2001.0,73.0
3113,3482,Thomas Lenk,German,Male,1933.0,2014.0,81.0
3115,3484,John Lennon,British,Male,1940.0,1980.0,40.0
3117,3487,Leonid (Leonid Berman),American,Male,1896.0,1976.0,80.0
3119,3489,Robert Lepper,American,Male,1906.0,1991.0,85.0
3120,3490,Stanislao Lepri,Italian,Male,1905.0,1980.0,75.0
3123,3493,Helmar Lerski,Swiss,Male,1871.0,1956.0,85.0
3132,3502,Gerd Leufert,Venezuelan,Male,1914.0,1998.0,84.0
3133,3503,Herbert Leupin,Swiss,Male,1916.0,1999.0,83.0
3134,3504,Léo Leuppi,Swiss,Male,1893.0,1972.0,79.0
3136,3506,Hugo Leven,German,Male,1874.0,1956.0,82.0
3139,3509,Julian E. Levi,American,Male,1900.0,1982.0,82.0
3143,3513,Jack Levine,American,Male,1915.0,2010.0,95.0
3147,3517,Mon Levinson,American,Male,1926.0,2014.0,88.0
3148,3518,Leon Levinstein,American,Male,1910.0,1988.0,78.0
3149,3519,S. L. Levitsky,French,Male,1819.0,1898.0,79.0
3150,3520,Helen Levitt,American,Female,1913.0,2009.0,96.0
3151,3521,Alphonse Levy,French,Male,1843.0,1918.0,75.0
3152,3522,Julien Levy,American,Male,1906.0,1981.0,75.0
3153,3523,Martin Lewis,American,Male,1881.0,1962.0,81.0
3154,3524,Norman Lewis,American,Male,1909.0,1979.0,70.0
3155,3525,Wyndham Lewis,British,Male,1882.0,1957.0,75.0
3156,3526,Landès Lewitin,American,Male,1892.0,1966.0,74.0
3157,3528,Sol LeWitt,American,Male,1928.0,2007.0,79.0
3159,3531,Jay Leyda,American,Male,1910.0,1988.0,78.0
3160,3532,Ernst Van Leyden,American,Male,1892.0,1969.0,77.0
3161,3533,Léon Lhermitte,French,Male,1844.0,1925.0,81.0
3162,3534,André Lhote,French,Male,1885.0,1962.0,77.0
3163,3535,Georges Liautaud,Haitian,Male,1899.0,1991.0,92.0
3164,3537,Alexander Liberman,American,Male,1912.0,1999.0,87.0
3165,3539,Sol Libsohn,American,Male,1914.0,2001.0,87.0
3167,3541,Ernst Lichtblau,American,Male,1883.0,1963.0,80.0
3168,3542,Roy Lichtenstein,American,Male,1923.0,1997.0,74.0
3172,3546,Max Liebermann,German,Male,1847.0,1935.0,88.0
3173,3547,Alphonse Liébert,French,Male,1827.0,1913.0,86.0
3174,3548,Klaus Liebig,German,Male,1936.0,1996.0,60.0
3175,3549,Jerome Liebling,American,Male,1924.0,2011.0,87.0
3178,3554,Edwin Hale Lincoln,American,Male,1848.0,1938.0,90.0
3179,3555,Stig Lindberg,Swedish,Male,1916.0,1982.0,66.0
3180,3556,Linda Lindeberg,American,Female,1915.0,1973.0,58.0
3183,3559,Richard Lindner,American,Male,1901.0,1978.0,77.0
3185,3561,O. Winston Link,American,Male,1914.0,2001.0,87.0
3186,3562,Leo Lionni,American,Male,1910.0,1999.0,89.0
3187,3563,Jacques Lipchitz,American,Male,1891.0,1973.0,82.0
3190,3566,Richard Lippold,American,Male,1915.0,2002.0,87.0
3191,3567,Seymour Lipton,American,Male,1903.0,1986.0,83.0
3192,3568,Vera Lisková,Czech,Female,1924.0,1979.0,55.0
3193,3569,El Lissitzky,Russian,Male,1890.0,1941.0,51.0
3194,3570,Ross Littell,American,Male,1924.0,2000.0,76.0
3198,3574,Israel Litwak,American,Male,1867.0,1952.0,85.0
3203,3579,Charles Locke,American,Male,1899.0,1983.0,84.0
3204,3580,George Lockwood,American,Male,1929.0,1969.0,40.0
3208,3584,Maurice Loewy,French,Male,1833.0,1907.0,74.0
3209,3585,Berthold Löffler,Austrian,Male,1874.0,1960.0,86.0
3210,3587,Richard Paul Lohse,Swiss,Male,1902.0,1988.0,86.0
3211,3588,Alfred Lombard,French,Male,1884.0,1973.0,89.0
3217,3595,Adolph Loos,Austrian,Male,1870.0,1933.0,63.0
3218,3596,Fernando López Anaya,Argentine,Male,1907.0,1987.0,80.0
3220,3598,José Dolores López,American,Male,1868.0,1937.0,69.0
3223,3601,Erle Loran,American,Male,1905.0,1999.0,94.0
3228,3607,Morris Louis,American,Male,1912.0,1962.0,50.0
3229,3609,Charles Loupot,French,Male,1892.0,1962.0,70.0
3230,3610,Jim Love,American,Male,1927.0,2005.0,78.0
3231,3611,Vreni Löwensberg,Swiss,Female,1912.0,1986.0,74.0
3232,3613,Lawrence Stephen Lowry,British,Male,1887.0,1976.0,89.0
3234,3615,Lee Lozano,American,Female,1930.0,1999.0,69.0
3235,3617,Louis Lozowick,American,Male,1892.0,1973.0,81.0
3239,3621,Maximilian Luce,French,Male,1858.0,1941.0,83.0
3240,3622,Lucebert,Dutch,Male,1924.0,1994.0,70.0
3243,3625,Hans Luckhardt,German,Male,1890.0,1954.0,64.0
3246,3628,Konrad Lueg,German,Male,1939.0,1996.0,57.0
3254,3637,Evert Lundquist,Swedish,Male,1904.0,1994.0,90.0
3255,3638,Alexandre Lunois,French,Male,1863.0,1916.0,53.0
3256,3639,Francois Lunven,French,Male,1942.0,1971.0,29.0
3258,3641,Jean Lurçat,French,Male,1892.0,1966.0,74.0
3263,3646,Mariette Lydis,Austrian,Female,1890.0,1970.0,80.0
3265,3648,George Platt Lynes,American,Male,1907.0,1955.0,48.0
3266,3649,George Lynn,Canadian,Male,1941.0,1983.0,42.0
3269,3652,Nathan Lyons,American,Male,1930.0,2016.0,86.0
3271,3654,Ernst Mumenthaler,Swiss,Male,1901.0,1978.0,77.0
3273,3656,Dora Maar (Henriette Theodora Markovitch),French,Female,1907.0,1997.0,90.0
3275,3658,Mabuchi Toru,Japanese,Male,1920.0,1994.0,74.0
3277,3660,Robert MacBryde,British,Male,1913.0,1966.0,53.0
3278,3661,Mino Maccari,Italian,Male,1898.0,1989.0,91.0
3280,3663,Stanton Macdonald-Wright,American,Male,1890.0,1973.0,83.0
3281,3664,Eduardo A. MacEntyre,Argentine,Male,1929.0,2014.0,85.0
3283,3666,Sheldon Machlin,American,Male,1918.0,1975.0,57.0
3285,3668,Loren MacIver,American,Female,1909.0,1998.0,89.0
3287,3670,August Macke,German,Male,1887.0,1914.0,27.0
3288,3671,Charles Rennie Mackintosh,British,Male,1868.0,1928.0,60.0
3289,3672,Owen F. Maclaren,British,Male,1906.0,1978.0,72.0
3290,3673,Angus Maclise,American,Male,1938.0,1979.0,41.0
3293,3676,Robert Macpherson,British,Male,1811.0,1872.0,61.0
3297,3681,Toshiro Maeda,Japanese,Male,1904.0,1990.0,86.0
3298,3682,Sempan Maekawa,Japanese,Male,1888.0,1960.0,72.0
3300,3684,Karel Maes,Belgian,Male,1900.0,1974.0,74.0
3302,3686,Aloisio Lahyre de  Magalhães,Brazilian,Male,1927.0,1982.0,55.0
3303,3687,Victor Magariños,Argentine,Male,1924.0,1993.0,69.0
3304,3688,Vico Magistretti,Italian,Male,1920.0,2006.0,86.0
3306,3690,Alberto Magnelli,Italian,Male,1888.0,1971.0,83.0
3307,3691,Greta Magnusson Grossman,American,Female,1906.0,1999.0,93.0
3308,3692,René Magritte,Belgian,Male,1898.0,1967.0,69.0
3311,3695,Schilli Maier,American,Male,1922.0,1989.0,67.0
3313,3697,Aristide Maillol,French,Male,1861.0,1944.0,83.0
3315,3699,Lucien Mainssieux,French,Male,1885.0,1958.0,73.0
3316,3700,Samuel Maitin,American,Male,1928.0,2004.0,76.0
3317,3701,Louis Majorelle,French,Male,1859.0,1926.0,67.0
3318,3702,William Majors,American,Male,1930.0,1982.0,52.0
3319,3703,Haku Maki,Japanese,Male,1924.0,2000.0,76.0
3324,3708,Robert Malaval,French,Male,1937.0,1980.0,43.0
3326,3710,Kazimir Malevich,Russian,Male,1878.0,1935.0,57.0
3327,3711,Robert Mallary,American,Male,1917.0,1997.0,80.0
3328,3713,Antônio Maluf,Brazilian,Male,1926.0,2005.0,79.0
3329,3714,Jeanne Mammen,German,Female,1890.0,1976.0,86.0
3331,3716,Man Ray (Emmanuel Radnitzky),American,Male,1890.0,1976.0,86.0
3334,3720,Alfred Manessier,French,Male,1911.0,1993.0,82.0
3335,3721,Édouard Manet,French,Male,1832.0,1883.0,51.0
3336,3722,Burkhard Mangold,Swiss,Male,1873.0,1950.0,77.0
3339,3725,Henri Manguin,French,Male,1874.0,1949.0,75.0
3340,3726,Manuel Manilla,Mexican,Male,1873.0,1900.0,27.0
3345,3732,Jack Manning,American,Male,1920.0,2001.0,81.0
3346,3733,Manolo (Manuel Martínez Hugué),Spanish,Male,1872.0,1945.0,73.0
3350,3737,John Mansbridge,British,Male,1901.0,1981.0,80.0
3352,3739,Leo Manso,American,Male,1914.0,1993.0,79.0
3353,3740,Paul (Pavel Mansurov) Mansouroff,Russian,Male,1896.0,1984.0,88.0
3354,3741,Piero Manzoni,Italian,Male,1933.0,1963.0,30.0
3355,3742,Giacomo Manzù,Italian,Male,1908.0,1991.0,83.0
3356,3743,Pio Manzù,Italian,Male,1939.0,1969.0,30.0
3358,3745,Robert Mapplethorpe,American,Male,1946.0,1989.0,43.0
3359,3746,Ralph Maradiaga,American,Male,1934.0,1985.0,51.0
3361,3748,Franz Marc,German,Male,1880.0,1916.0,36.0
3362,3749,Conrad Marca-Relli,American,Male,1913.0,2000.0,87.0
3363,3750,Marcel-Gaillard (Marcel Gaillard),French,Male,1886.0,1947.0,61.0
3364,3751,André Marchand,French,Male,1907.0,1997.0,90.0
3365,3752,Jean Marchand,French,Male,1883.0,1940.0,57.0
3366,3753,Léo Marchutz,French,Male,1903.0,1976.0,73.0
3368,3756,Gerhard Marcks,German,Male,1889.0,1981.0,92.0
3369,3757,Louis Marcoussis,Polish,Male,1883.0,1941.0,58.0
3371,3759,André Mare,French,Male,1885.0,1932.0,47.0
3374,3762,Boris Margo,American,Male,1902.0,1995.0,93.0
3378,3767,Maria Martins,Brazilian,Female,1894.0,1973.0,79.0
3379,3768,Mariano (Mariano Rodríguez),Cuban,Male,1912.0,1990.0,78.0
3380,3770,John Marin,American,Male,1870.0,1953.0,83.0
3381,3771,Filippo Tommaso Marinetti,Italian,Male,1876.0,1944.0,68.0
3382,3772,Marino Marini,Italian,Male,1901.0,1980.0,79.0
3384,3774,Marisol (Marisol Escobar),Venezuelan,Female,1930.0,2016.0,86.0
3390,3780,Gino Marotta,Italian,Male,1935.0,2012.0,77.0
3392,3782,Albert Marquet,French,Male,1875.0,1947.0,72.0
3393,3783,Anne Steele Marsh,American,Female,1901.0,1995.0,94.0
3394,3784,Reginald Marsh,American,Male,1898.0,1954.0,56.0
3395,3786,Takis Marthas,Greek,Male,1905.0,1965.0,60.0
3396,3787,Agnes Martin,American,Female,1912.0,2004.0,92.0
3399,3790,Fletcher Martin,American,Male,1904.0,1979.0,75.0
3401,3792,Ira Martin,American,Male,1886.0,1960.0,74.0
